Machinename quartz Date 2019-08-02 15:06:37.213476 Discretization Type sdm_ld fem_unlump Parallel run F,,,,,,,,,,,,,,,,,,
Nx,Ny,Nz,Nm,Ng,Np,Px,Py,Pz,Ax,Ay,Az,Ami,Ag,Scattering Moments,Overall Time,Sweep Time,Grind Time,Over All Memory
12,12,12,168,3,1,1,1,1,2,6,4,3,3,1,3.55,2.97,85.255456,117
12,12,12,168,3,1,1,1,1,2,6,4,7,3,1,2.54,2.02,57.985193,98
12,12,12,168,3,1,1,1,1,2,6,4,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,2,6,6,1,3,1,6.99,6.1,175.103799,185
12,12,12,168,3,1,1,1,1,2,6,6,3,3,1,3.52,2.92,83.820179,117
12,12,12,168,3,1,1,1,1,2,6,6,7,3,1,2.53,1.99,57.124026,98
12,12,12,168,3,1,1,1,1,2,6,6,21,3,1,2.07,1.57,45.067699,91
12,12,12,168,3,1,1,1,1,2,6,12,1,3,1,7.24,6.25,179.40963,176
12,12,12,168,3,1,1,1,1,2,6,12,3,3,1,3.48,2.86,82.097847,115
12,12,12,168,3,1,1,1,1,2,6,12,7,3,1,2.51,1.97,56.549915,97
12,12,12,168,3,1,1,1,1,2,6,12,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,2,12,1,1,3,1,7.71,6.92,198.642343,222
12,12,12,168,3,1,1,1,1,2,12,1,3,3,1,3.79,3.21,92.144786,130
12,12,12,168,3,1,1,1,1,2,12,1,7,3,1,2.65,2.12,60.855747,104
12,12,12,168,3,1,1,1,1,2,12,1,21,3,1,2.11,1.61,46.215921,92
12,12,12,168,3,1,1,1,1,2,12,2,1,3,1,7.35,6.51,186.873071,190
12,12,12,168,3,1,1,1,1,2,12,2,3,3,1,3.58,3,86.116623,120
12,12,12,168,3,1,1,1,1,2,12,2,7,3,1,2.57,2.04,58.559303,99
12,12,12,168,3,1,1,1,1,2,12,2,21,3,1,2.07,1.57,45.067699,91
12,12,12,168,3,1,1,1,1,2,12,3,1,3,1,7.01,6.12,175.67791,185
12,12,12,168,3,1,1,1,1,2,12,3,3,3,1,3.52,2.93,84.107235,118
12,12,12,168,3,1,1,1,1,2,12,3,7,3,1,2.81,2.2,63.15219,99
12,12,12,168,3,1,1,1,1,2,12,3,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,2,12,4,1,3,1,6.89,5.98,171.659134,174
12,12,12,168,3,1,1,1,1,2,12,4,3,3,1,3.49,2.88,82.671958,114
12,12,12,168,3,1,1,1,1,2,12,4,7,3,1,2.52,1.99,57.124026,97
12,12,12,168,3,1,1,1,1,2,12,4,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,2,12,6,1,3,1,7.04,6.08,174.529688,176
12,12,12,168,3,1,1,1,1,2,12,6,3,3,1,3.49,2.87,82.384902,115
12,12,12,168,3,1,1,1,1,2,12,6,7,3,1,2.52,1.98,56.836971,97
12,12,12,168,3,1,1,1,1,2,12,6,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,2,12,12,1,3,1,6.87,5.84,167.640359,170
12,12,12,168,3,1,1,1,1,2,12,12,3,3,1,3.51,2.85,81.810791,113
12,12,12,168,3,1,1,1,1,2,12,12,7,3,1,2.52,1.97,56.549915,96
12,12,12,168,3,1,1,1,1,2,12,12,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,3,1,1,1,3,1,11.2,10.4,298.537625,454
12,12,12,168,3,1,1,1,1,3,1,1,3,3,1,4.99,4.41,126.591435,213
12,12,12,168,3,1,1,1,1,3,1,1,7,3,1,3.28,2.75,78.940237,135
12,12,12,168,3,1,1,1,1,3,1,1,21,3,1,2.28,1.78,51.095863,105
12,12,12,168,3,1,1,1,1,3,1,2,1,3,1,8.98,8.2,235.385435,317
12,12,12,168,3,1,1,1,1,3,1,2,3,3,1,4.21,3.63,104.201113,165
12,12,12,168,3,1,1,1,1,3,1,2,7,3,1,2.83,2.3,66.022744,117
12,12,12,168,3,1,1,1,1,3,1,2,21,3,1,2.18,1.69,48.512364,96
12,12,12,168,3,1,1,1,1,3,1,3,1,3,1,8.57,7.78,223.329108,290
12,12,12,168,3,1,1,1,1,3,1,3,3,3,1,4.07,3.49,100.182338,153
12,12,12,168,3,1,1,1,1,3,1,3,7,3,1,2.75,2.23,64.013356,114
12,12,12,168,3,1,1,1,1,3,1,3,21,3,1,2.14,1.64,47.077087,94
12,12,12,168,3,1,1,1,1,3,1,4,1,3,1,8.08,7.3,209.550448,248
12,12,12,168,3,1,1,1,1,3,1,4,3,3,1,3.9,3.33,95.589451,141
12,12,12,168,3,1,1,1,1,3,1,4,7,3,1,2.69,2.16,62.003968,107
12,12,12,168,3,1,1,1,1,3,1,4,21,3,1,2.12,1.62,46.502976,92
12,12,12,168,3,1,1,1,1,3,1,6,1,3,1,7.79,7.01,201.225841,243
12,12,12,168,3,1,1,1,1,3,1,6,3,3,1,4.07,3.48,99.895282,137
12,12,12,168,3,1,1,1,1,3,1,6,7,3,1,2.65,2.13,61.142802,107
12,12,12,168,3,1,1,1,1,3,1,6,21,3,1,2.1,1.61,46.215921,92
12,12,12,168,3,1,1,1,1,3,1,12,1,3,1,7.49,6.69,192.040068,221
12,12,12,168,3,1,1,1,1,3,1,12,3,3,1,3.7,3.12,89.561287,130
12,12,12,168,3,1,1,1,1,3,1,12,7,3,1,2.59,2.07,59.42047,104
12,12,12,168,3,1,1,1,1,3,1,12,21,3,1,2.12,1.62,46.502976,92
12,12,12,168,3,1,1,1,1,3,2,1,1,3,1,9.11,8.32,238.8301,316
12,12,12,168,3,1,1,1,1,3,2,1,3,3,1,4.25,3.67,105.349335,165
12,12,12,168,3,1,1,1,1,3,2,1,7,3,1,2.85,2.32,66.596855,117
12,12,12,168,3,1,1,1,1,3,2,1,21,3,1,2.18,1.68,48.225309,96
12,12,12,168,3,1,1,1,1,3,2,2,1,3,1,8.16,7.35,210.985725,240
12,12,12,168,3,1,1,1,1,3,2,2,3,3,1,3.83,3.25,93.293008,138
12,12,12,168,3,1,1,1,1,3,2,2,7,3,1,2.66,2.14,61.429857,106
12,12,12,168,3,1,1,1,1,3,2,2,21,3,1,2.11,1.61,46.215921,92
12,12,12,168,3,1,1,1,1,3,2,3,1,3,1,7.69,6.89,197.781177,228
12,12,12,168,3,1,1,1,1,3,2,3,3,3,1,3.8,3.22,92.431842,132
12,12,12,168,3,1,1,1,1,3,2,3,7,3,1,2.64,2.11,60.568691,105
12,12,12,168,3,1,1,1,1,3,2,3,21,3,1,2.09,1.6,45.928865,91
12,12,12,168,3,1,1,1,1,3,2,4,1,3,1,7.42,6.61,189.743625,203
12,12,12,168,3,1,1,1,1,3,2,4,3,3,1,3.69,3.11,89.274232,126
12,12,12,168,3,1,1,1,1,3,2,4,7,3,1,2.59,2.07,59.42047,101
12,12,12,168,3,1,1,1,1,3,2,4,21,3,1,2.21,1.7,48.799419,90
12,12,12,168,3,1,1,1,1,3,2,6,1,3,1,7.25,6.41,184.002517,202
12,12,12,168,3,1,1,1,1,3,2,6,3,3,1,3.62,3.04,87.264844,123
12,12,12,168,3,1,1,1,1,3,2,6,7,3,1,2.57,2.04,58.559303,101
12,12,12,168,3,1,1,1,1,3,2,6,21,3,1,2.08,1.58,45.354755,91
12,12,12,168,3,1,1,1,1,3,2,12,1,3,1,7.13,6.25,179.40963,185
12,12,12,168,3,1,1,1,1,3,2,12,3,3,1,3.55,2.95,84.681346,118
12,12,12,168,3,1,1,1,1,3,2,12,7,3,1,2.53,2,57.411082,99
12,12,12,168,3,1,1,1,1,3,2,12,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,3,3,1,1,3,1,8.65,7.86,225.625551,290
12,12,12,168,3,1,1,1,1,3,3,1,3,3,1,4.18,3.6,103.339947,153
12,12,12,168,3,1,1,1,1,3,3,1,7,3,1,2.77,2.24,64.300412,114
12,12,12,168,3,1,1,1,1,3,3,1,21,3,1,2.15,1.64,47.077087,94
12,12,12,168,3,1,1,1,1,3,3,2,1,3,1,7.72,6.91,198.355287,228
12,12,12,168,3,1,1,1,1,3,3,2,3,3,1,3.77,3.19,91.570675,132
12,12,12,168,3,1,1,1,1,3,3,2,7,3,1,2.64,2.12,60.855747,105
12,12,12,168,3,1,1,1,1,3,3,2,21,3,1,2.1,1.6,45.928865,91
12,12,12,168,3,1,1,1,1,3,3,3,1,3,1,7.42,6.56,188.308348,209
12,12,12,168,3,1,1,1,1,3,3,3,3,3,1,3.67,3.09,88.700121,125
12,12,12,168,3,1,1,1,1,3,3,3,7,3,1,2.6,2.08,59.707525,102
12,12,12,168,3,1,1,1,1,3,3,3,21,3,1,2.09,1.59,45.64181,91
12,12,12,168,3,1,1,1,1,3,3,4,1,3,1,7.1,6.27,179.983741,196
12,12,12,168,3,1,1,1,1,3,3,4,3,3,1,3.59,3,86.116623,121
12,12,12,168,3,1,1,1,1,3,3,4,7,3,1,2.56,2.03,58.272248,100
12,12,12,168,3,1,1,1,1,3,3,4,21,3,1,2.08,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,3,3,6,1,3,1,7.03,6.17,177.113187,188
12,12,12,168,3,1,1,1,1,3,3,6,3,3,1,3.56,2.96,84.968401,119
12,12,12,168,3,1,1,1,1,3,3,6,7,3,1,2.55,2.02,57.985193,99
12,12,12,168,3,1,1,1,1,3,3,6,21,3,1,2.17,1.67,47.938253,91
12,12,12,168,3,1,1,1,1,3,3,12,1,3,1,6.85,5.93,170.223857,177
12,12,12,168,3,1,1,1,1,3,3,12,3,3,1,3.48,2.87,82.384902,115
12,12,12,168,3,1,1,1,1,3,3,12,7,3,1,2.51,1.97,56.549915,97
12,12,12,168,3,1,1,1,1,3,3,12,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,3,4,1,1,3,1,8.26,7.48,214.717446,248
12,12,12,168,3,1,1,1,1,3,4,1,3,3,1,3.98,3.39,97.311784,141
12,12,12,168,3,1,1,1,1,3,4,1,7,3,1,2.72,2.19,62.865134,107
12,12,12,168,3,1,1,1,1,3,4,1,21,3,1,2.12,1.62,46.502976,92
12,12,12,168,3,1,1,1,1,3,4,2,1,3,1,7.47,6.65,190.891847,203
12,12,12,168,3,1,1,1,1,3,4,2,3,3,1,3.89,3.3,94.728285,126
12,12,12,168,3,1,1,1,1,3,4,2,7,3,1,2.6,2.08,59.707525,101
12,12,12,168,3,1,1,1,1,3,4,2,21,3,1,2.08,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,3,4,3,1,3,1,7.12,6.28,180.270797,196
12,12,12,168,3,1,1,1,1,3,4,3,3,3,1,3.6,3.01,86.403678,121
12,12,12,168,3,1,1,1,1,3,4,3,7,3,1,2.56,2.04,58.559303,100
12,12,12,168,3,1,1,1,1,3,4,3,21,3,1,2.08,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,3,4,4,1,3,1,7.16,6.3,180.844907,181
12,12,12,168,3,1,1,1,1,3,4,4,3,3,1,3.53,2.94,84.39429,117
12,12,12,168,3,1,1,1,1,3,4,4,7,3,1,2.55,2.02,57.985193,98
12,12,12,168,3,1,1,1,1,3,4,4,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,3,4,6,1,3,1,6.95,6.04,173.381467,178
12,12,12,168,3,1,1,1,1,3,4,6,3,3,1,3.77,3.15,90.422454,116
12,12,12,168,3,1,1,1,1,3,4,6,7,3,1,2.53,2,57.411082,98
12,12,12,168,3,1,1,1,1,3,4,6,21,3,1,2.07,1.57,45.067699,91
12,12,12,168,3,1,1,1,1,3,4,12,1,3,1,6.84,5.87,168.501525,170
12,12,12,168,3,1,1,1,1,3,4,12,3,3,1,3.48,2.85,81.810791,113
12,12,12,168,3,1,1,1,1,3,4,12,7,3,1,2.52,1.98,56.836971,96
12,12,12,168,3,1,1,1,1,3,4,12,21,3,1,2.24,1.72,49.37353,91
12,12,12,168,3,1,1,1,1,3,6,1,1,3,1,7.9,7.11,204.096396,243
12,12,12,168,3,1,1,1,1,3,6,1,3,3,1,3.84,3.27,93.867119,137
12,12,12,168,3,1,1,1,1,3,6,1,7,3,1,2.69,2.16,62.003968,107
12,12,12,168,3,1,1,1,1,3,6,1,21,3,1,2.11,1.61,46.215921,92
12,12,12,168,3,1,1,1,1,3,6,2,1,3,1,7.56,6.71,192.614179,202
12,12,12,168,3,1,1,1,1,3,6,2,3,3,1,3.66,3.07,88.12601,123
12,12,12,168,3,1,1,1,1,3,6,2,7,3,1,2.58,2.05,58.846359,101
12,12,12,168,3,1,1,1,1,3,6,2,21,3,1,2.08,1.58,45.354755,91
12,12,12,168,3,1,1,1,1,3,6,3,1,3,1,7.05,6.19,177.687298,188
12,12,12,168,3,1,1,1,1,3,6,3,3,3,1,3.66,3.05,87.5519,119
12,12,12,168,3,1,1,1,1,3,6,3,7,3,1,2.55,2.02,57.985193,99
12,12,12,168,3,1,1,1,1,3,6,3,21,3,1,2.09,1.58,45.354755,91
12,12,12,168,3,1,1,1,1,3,6,4,1,3,1,6.92,6.02,172.807356,178
12,12,12,168,3,1,1,1,1,3,6,4,3,3,1,3.52,2.91,83.533124,116
12,12,12,168,3,1,1,1,1,3,6,4,7,3,1,2.53,2,57.411082,98
12,12,12,168,3,1,1,1,1,3,6,4,21,3,1,2.07,1.57,45.067699,91
12,12,12,168,3,1,1,1,1,3,6,6,1,3,1,7.2,6.23,178.83552,173
12,12,12,168,3,1,1,1,1,3,6,6,3,3,1,3.5,2.88,82.671958,114
12,12,12,168,3,1,1,1,1,3,6,6,7,3,1,2.53,1.99,57.124026,97
12,12,12,168,3,1,1,1,1,3,6,6,21,3,1,2.07,1.57,45.067699,91
12,12,12,168,3,1,1,1,1,3,6,12,1,3,1,6.82,5.8,166.492137,167
12,12,12,168,3,1,1,1,1,3,6,12,3,3,1,3.65,3,86.116623,112
12,12,12,168,3,1,1,1,1,3,6,12,7,3,1,2.52,1.97,56.549915,96
12,12,12,168,3,1,1,1,1,3,6,12,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,3,12,1,1,3,1,7.59,6.78,194.623567,221
12,12,12,168,3,1,1,1,1,3,12,1,3,3,1,3.73,3.15,90.422454,130
12,12,12,168,3,1,1,1,1,3,12,1,7,3,1,2.61,2.09,59.99458,104
12,12,12,168,3,1,1,1,1,3,12,1,21,3,1,2.1,1.6,45.928865,92
12,12,12,168,3,1,1,1,1,3,12,2,1,3,1,7.01,6.13,175.964965,185
12,12,12,168,3,1,1,1,1,3,12,2,3,3,1,3.53,2.93,84.107235,118
12,12,12,168,3,1,1,1,1,3,12,2,7,3,1,2.54,2.01,57.698137,99
12,12,12,168,3,1,1,1,1,3,12,2,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,3,12,3,1,3,1,7.2,6.25,179.40963,177
12,12,12,168,3,1,1,1,1,3,12,3,3,3,1,3.5,2.88,82.671958,115
12,12,12,168,3,1,1,1,1,3,12,3,7,3,1,2.52,1.98,56.836971,97
12,12,12,168,3,1,1,1,1,3,12,3,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,3,12,4,1,3,1,6.89,5.9,169.362691,170
12,12,12,168,3,1,1,1,1,3,12,4,3,3,1,3.5,2.86,82.097847,113
12,12,12,168,3,1,1,1,1,3,12,4,7,3,1,2.56,2.01,57.698137,96
12,12,12,168,3,1,1,1,1,3,12,4,21,3,1,2.06,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,3,12,6,1,3,1,6.86,5.84,167.640359,167
12,12,12,168,3,1,1,1,1,3,12,6,3,3,1,3.5,2.85,81.810791,112
12,12,12,168,3,1,1,1,1,3,12,6,7,3,1,2.52,1.98,56.836971,96
12,12,12,168,3,1,1,1,1,3,12,6,21,3,1,2.07,1.57,45.067699,91
12,12,12,168,3,1,1,1,1,3,12,12,1,3,1,7.23,6.08,174.529688,162
12,12,12,168,3,1,1,1,1,3,12,12,3,3,1,3.54,2.85,81.810791,110
12,12,12,168,3,1,1,1,1,3,12,12,7,3,1,2.55,1.99,57.124026,95
12,12,12,168,3,1,1,1,1,3,12,12,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,4,1,1,1,3,1,10.2,9.44,270.980306,392
12,12,12,168,3,1,1,1,1,4,1,1,3,3,1,4.79,4.2,120.563272,182
12,12,12,168,3,1,1,1,1,4,1,1,7,3,1,3.02,2.49,71.476797,129
12,12,12,168,3,1,1,1,1,4,1,1,21,3,1,2.23,1.72,49.37353,98
12,12,12,168,3,1,1,1,1,4,1,2,1,3,1,8.34,7.55,216.726833,280
12,12,12,168,3,1,1,1,1,4,1,2,3,3,1,4.02,3.44,98.747061,147
12,12,12,168,3,1,1,1,1,4,1,2,7,3,1,3.01,2.46,70.615631,113
12,12,12,168,3,1,1,1,1,4,1,2,21,3,1,2.15,1.64,47.077087,93
12,12,12,168,3,1,1,1,1,4,1,3,1,3,1,8.05,7.28,208.976337,248
12,12,12,168,3,1,1,1,1,4,1,3,3,3,1,3.93,3.35,96.163562,141
12,12,12,168,3,1,1,1,1,4,1,3,7,3,1,2.7,2.18,62.578079,107
12,12,12,168,3,1,1,1,1,4,1,3,21,3,1,2.17,1.66,47.651198,92
12,12,12,168,3,1,1,1,1,4,1,4,1,3,1,7.7,6.93,198.929398,224
12,12,12,168,3,1,1,1,1,4,1,4,3,3,1,3.78,3.21,92.144786,130
12,12,12,168,3,1,1,1,1,4,1,4,7,3,1,2.64,2.11,60.568691,105
12,12,12,168,3,1,1,1,1,4,1,4,21,3,1,2.1,1.6,45.928865,91
12,12,12,168,3,1,1,1,1,4,1,6,1,3,1,7.73,6.94,199.216454,213
12,12,12,168,3,1,1,1,1,4,1,6,3,3,1,3.74,3.17,90.996565,129
12,12,12,168,3,1,1,1,1,4,1,6,7,3,1,2.62,2.1,60.281636,103
12,12,12,168,3,1,1,1,1,4,1,6,21,3,1,2.1,1.6,45.928865,92
12,12,12,168,3,1,1,1,1,4,1,12,1,3,1,7.21,6.41,184.002517,198
12,12,12,168,3,1,1,1,1,4,1,12,3,3,1,3.61,3.04,87.264844,122
12,12,12,168,3,1,1,1,1,4,1,12,7,3,1,2.72,2.18,62.578079,100
12,12,12,168,3,1,1,1,1,4,1,12,21,3,1,2.07,1.58,45.354755,91
12,12,12,168,3,1,1,1,1,4,2,1,1,3,1,8.45,7.66,219.884443,280
12,12,12,168,3,1,1,1,1,4,2,1,3,3,1,4.07,3.49,100.182338,147
12,12,12,168,3,1,1,1,1,4,2,1,7,3,1,2.76,2.23,64.013356,113
12,12,12,168,3,1,1,1,1,4,2,1,21,3,1,2.16,1.66,47.651198,93
12,12,12,168,3,1,1,1,1,4,2,2,1,3,1,7.92,7.12,204.383451,219
12,12,12,168,3,1,1,1,1,4,2,2,3,3,1,3.72,3.14,90.135398,128
12,12,12,168,3,1,1,1,1,4,2,2,7,3,1,2.63,2.1,60.281636,104
12,12,12,168,3,1,1,1,1,4,2,2,21,3,1,2.09,1.59,45.64181,90
12,12,12,168,3,1,1,1,1,4,2,3,1,3,1,7.46,6.64,190.604791,203
12,12,12,168,3,1,1,1,1,4,2,3,3,3,1,3.76,3.13,89.848343,126
12,12,12,168,3,1,1,1,1,4,2,3,7,3,1,2.6,2.08,59.707525,101
12,12,12,168,3,1,1,1,1,4,2,3,21,3,1,2.09,1.59,45.64181,90
12,12,12,168,3,1,1,1,1,4,2,4,1,3,1,7.2,6.38,183.141351,189
12,12,12,168,3,1,1,1,1,4,2,4,3,3,1,3.61,3.03,86.977789,119
12,12,12,168,3,1,1,1,1,4,2,4,7,3,1,2.56,2.04,58.559303,99
12,12,12,168,3,1,1,1,1,4,2,4,21,3,1,2.29,1.77,50.808807,90
12,12,12,168,3,1,1,1,1,4,2,6,1,3,1,7.1,6.25,179.40963,184
12,12,12,168,3,1,1,1,1,4,2,6,3,3,1,3.58,2.99,85.829567,117
12,12,12,168,3,1,1,1,1,4,2,6,7,3,1,2.55,2.02,57.985193,98
12,12,12,168,3,1,1,1,1,4,2,6,21,3,1,2.08,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,4,2,12,1,3,1,7.1,6.2,177.974353,174
12,12,12,168,3,1,1,1,1,4,2,12,3,3,1,3.49,2.89,82.959013,114
12,12,12,168,3,1,1,1,1,4,2,12,7,3,1,2.51,1.98,56.836971,97
12,12,12,168,3,1,1,1,1,4,2,12,21,3,1,2.07,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,4,3,1,1,3,1,8.2,7.41,212.708058,248
12,12,12,168,3,1,1,1,1,4,3,1,3,3,1,4.12,3.54,101.617615,141
12,12,12,168,3,1,1,1,1,4,3,1,7,3,1,2.7,2.18,62.578079,107
12,12,12,168,3,1,1,1,1,4,3,1,21,3,1,2.13,1.63,46.790032,92
12,12,12,168,3,1,1,1,1,4,3,2,1,3,1,7.48,6.66,191.178902,203
12,12,12,168,3,1,1,1,1,4,3,2,3,3,1,3.71,3.13,89.848343,126
12,12,12,168,3,1,1,1,1,4,3,2,7,3,1,2.6,2.08,59.707525,101
12,12,12,168,3,1,1,1,1,4,3,2,21,3,1,2.08,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,4,3,3,1,3,1,7.39,6.47,185.724849,196
12,12,12,168,3,1,1,1,1,4,3,3,3,3,1,3.62,3.02,86.690733,121
12,12,12,168,3,1,1,1,1,4,3,3,7,3,1,2.57,2.04,58.559303,100
12,12,12,168,3,1,1,1,1,4,3,3,21,3,1,2.09,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,4,3,4,1,3,1,6.97,6.11,175.390855,181
12,12,12,168,3,1,1,1,1,4,3,4,3,3,1,3.54,2.96,84.968401,117
12,12,12,168,3,1,1,1,1,4,3,4,7,3,1,2.54,2.01,57.698137,98
12,12,12,168,3,1,1,1,1,4,3,4,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,4,3,6,1,3,1,6.97,6.07,174.242633,178
12,12,12,168,3,1,1,1,1,4,3,6,3,3,1,3.52,2.92,83.820179,116
12,12,12,168,3,1,1,1,1,4,3,6,7,3,1,2.54,2.01,57.698137,98
12,12,12,168,3,1,1,1,1,4,3,6,21,3,1,2.22,1.71,49.086475,91
12,12,12,168,3,1,1,1,1,4,3,12,1,3,1,6.85,5.89,169.075636,170
12,12,12,168,3,1,1,1,1,4,3,12,3,3,1,3.48,2.86,82.097847,113
12,12,12,168,3,1,1,1,1,4,3,12,7,3,1,2.52,1.98,56.836971,96
12,12,12,168,3,1,1,1,1,4,3,12,21,3,1,2.07,1.56,44.780644,91
12,12,12,168,3,1,1,1,1,4,4,1,1,3,1,7.99,7.21,206.96695,224
12,12,12,168,3,1,1,1,1,4,4,1,3,3,1,3.85,3.28,94.154174,130
12,12,12,168,3,1,1,1,1,4,4,1,7,3,1,2.67,2.14,61.429857,105
12,12,12,168,3,1,1,1,1,4,4,1,21,3,1,2.11,1.61,46.215921,91
12,12,12,168,3,1,1,1,1,4,4,2,1,3,1,7.22,6.39,183.428406,189
12,12,12,168,3,1,1,1,1,4,4,2,3,3,1,3.63,3.05,87.5519,119
12,12,12,168,3,1,1,1,1,4,4,2,7,3,1,2.78,2.24,64.300412,99
12,12,12,168,3,1,1,1,1,4,4,2,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,4,4,3,1,3,1,7.01,6.15,176.539076,181
12,12,12,168,3,1,1,1,1,4,4,3,3,3,1,3.56,2.97,85.255456,117
12,12,12,168,3,1,1,1,1,4,4,3,7,3,1,2.55,2.02,57.985193,98
12,12,12,168,3,1,1,1,1,4,4,3,21,3,1,2.08,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,4,4,4,1,3,1,7.17,6.26,179.696686,172
12,12,12,168,3,1,1,1,1,4,4,4,3,3,1,3.51,2.91,83.533124,113
12,12,12,168,3,1,1,1,1,4,4,4,7,3,1,2.53,2,57.411082,97
12,12,12,168,3,1,1,1,1,4,4,4,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,4,4,6,1,3,1,6.86,5.93,170.223857,169
12,12,12,168,3,1,1,1,1,4,4,6,3,3,1,3.49,2.88,82.671958,113
12,12,12,168,3,1,1,1,1,4,4,6,7,3,1,2.52,1.99,57.124026,96
12,12,12,168,3,1,1,1,1,4,4,6,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,4,4,12,1,3,1,6.79,5.79,166.205082,163
12,12,12,168,3,1,1,1,1,4,4,12,3,3,1,3.47,2.83,81.236681,111
12,12,12,168,3,1,1,1,1,4,4,12,7,3,1,2.51,1.97,56.549915,95
12,12,12,168,3,1,1,1,1,4,4,12,21,3,1,2.06,1.56,44.780644,90
12,12,12,168,3,1,1,1,1,4,6,1,1,3,1,8.12,7.31,209.837504,213
12,12,12,168,3,1,1,1,1,4,6,1,3,3,1,3.8,3.22,92.431842,129
12,12,12,168,3,1,1,1,1,4,6,1,7,3,1,2.65,2.12,60.855747,103
12,12,12,168,3,1,1,1,1,4,6,1,21,3,1,2.1,1.61,46.215921,92
12,12,12,168,3,1,1,1,1,4,6,2,1,3,1,7.14,6.29,180.557852,184
12,12,12,168,3,1,1,1,1,4,6,2,3,3,1,3.92,3.19,91.570675,117
12,12,12,168,3,1,1,1,1,4,6,2,7,3,1,2.56,2.03,58.272248,98
12,12,12,168,3,1,1,1,1,4,6,2,21,3,1,2.08,1.58,45.354755,90
12,12,12,168,3,1,1,1,1,4,6,3,1,3,1,6.98,6.09,174.816744,178
12,12,12,168,3,1,1,1,1,4,6,3,3,3,1,3.53,2.93,84.107235,116
12,12,12,168,3,1,1,1,1,4,6,3,7,3,1,2.55,2.01,57.698137,98
12,12,12,168,3,1,1,1,1,4,6,3,21,3,1,2.08,1.58,45.354755,91
12,12,12,168,3,1,1,1,1,4,6,4,1,3,1,6.88,5.94,170.510913,169
12,12,12,168,3,1,1,1,1,4,6,4,3,3,1,3.5,2.88,82.671958,113
12,12,12,168,3,1,1,1,1,4,6,4,7,3,1,2.52,1.99,57.124026,96
12,12,12,168,3,1,1,1,1,4,6,4,21,3,1,2.07,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,4,6,6,1,3,1,7.27,6.25,179.40963,168
12,12,12,168,3,1,1,1,1,4,6,6,3,3,1,3.52,2.88,82.671958,112
12,12,12,168,3,1,1,1,1,4,6,6,7,3,1,2.54,1.99,57.124026,96
12,12,12,168,3,1,1,1,1,4,6,6,21,3,1,2.07,1.57,45.067699,91
12,12,12,168,3,1,1,1,1,4,6,12,1,3,1,6.87,5.78,165.918026,163
12,12,12,168,3,1,1,1,1,4,6,12,3,3,1,3.51,2.84,81.523736,111
12,12,12,168,3,1,1,1,1,4,6,12,7,3,1,2.73,2.16,62.003968,95
12,12,12,168,3,1,1,1,1,4,6,12,21,3,1,2.08,1.57,45.067699,90
12,12,12,168,3,1,1,1,1,4,12,1,1,3,1,7.39,6.57,188.595403,198
12,12,12,168,3,1,1,1,1,4,12,1,3,3,1,3.67,3.09,88.700121,122
12,12,12,168,3,1,1,1,1,4,12,1,7,3,1,2.59,2.07,59.42047,100
12,12,12,168,3,1,1,1,1,4,12,1,21,3,1,2.15,1.64,47.077087,91
12,12,12,168,3,1,1,1,1,4,12,2,1,3,1,7.37,6.44,184.863683,174
12,12,12,168,3,1,1,1,1,4,12,2,3,3,1,3.51,2.9,83.246068,114
12,12,12,168,3,1,1,1,1,4,12,2,7,3,1,2.52,1.99,57.124026,97
12,12,12,168,3,1,1,1,1,4,12,2,21,3,1,2.07,1.57,45.067699,91
