Machinename quartz Date 2019-08-02 15:06:37.213476 Discretization Type sdm_ld fem_unlump Parallel run F,,,,,,,,,,,,,,,,,,
Nx,Ny,Nz,Nm,Ng,Np,Px,Py,Pz,Ax,Ay,Az,Ami,Ag,Scattering Moments,Overall Time,Sweep Time,Grind Time,Over All Memory
16,16,16,168,27,1,1,1,1,4,1,2,1,27,9,76.4,65.8,88.538653,1010
16,16,16,168,27,1,1,1,1,4,1,2,3,27,9,50.8,40.7,54.76479,694
16,16,16,168,27,1,1,1,1,4,1,2,7,27,9,42.9,33.1,44.538441,616
16,16,16,168,27,1,1,1,1,4,1,2,21,27,9,39.2,29.3,39.425266,585
16,16,16,168,27,1,1,1,1,4,1,4,1,27,9,75.1,64.5,86.789409,878
16,16,16,168,27,1,1,1,1,4,1,4,3,27,9,49.5,39.6,53.28466,656
16,16,16,168,27,1,1,1,1,4,1,4,7,27,9,42.5,32.7,44.000212,598
16,16,16,168,27,1,1,1,1,4,1,4,21,27,9,40.7,30.3,40.770839,580
16,16,16,168,27,1,1,1,1,4,1,8,1,27,9,73.4,62.7,84.367379,809
16,16,16,168,27,1,1,1,1,4,1,8,3,27,9,49.8,39.7,53.419217,636
16,16,16,168,27,1,1,1,1,4,1,8,7,27,9,42.1,32.2,43.327426,591
16,16,16,168,27,1,1,1,1,4,1,8,21,27,9,38.9,29.1,39.156152,578
16,16,16,168,27,1,1,1,1,4,1,16,1,27,9,72.4,61.9,83.290921,782
16,16,16,168,27,1,1,1,1,4,1,16,3,27,9,49,39.1,52.611874,627
16,16,16,168,27,1,1,1,1,4,1,16,7,27,9,42.7,32.8,44.134769,586
16,16,16,168,27,1,1,1,1,4,1,16,21,27,9,38.6,28.9,38.887037,579
16,16,16,168,27,1,1,1,1,4,2,1,1,27,9,77.3,66.5,89.480553,1010
16,16,16,168,27,1,1,1,1,4,2,1,3,27,9,51.3,41.1,55.303019,694
16,16,16,168,27,1,1,1,1,4,2,1,7,27,9,42.8,32.9,44.269326,616
16,16,16,168,27,1,1,1,1,4,2,1,21,27,9,39.5,29.6,39.828938,585
16,16,16,168,27,1,1,1,1,4,2,2,1,27,9,75,64.2,86.385737,867
16,16,16,168,27,1,1,1,1,4,2,2,3,27,9,49.8,39.8,53.553775,652
16,16,16,168,27,1,1,1,1,4,2,2,7,27,9,43.1,33.1,44.538441,597
16,16,16,168,27,1,1,1,1,4,2,2,21,27,9,39.6,29.6,39.828938,583
16,16,16,168,27,1,1,1,1,4,2,4,1,27,9,73.5,62.9,84.636493,796
16,16,16,168,27,1,1,1,1,4,2,4,3,27,9,49.3,39.2,52.746431,631
16,16,16,168,27,1,1,1,1,4,2,4,7,27,9,42.5,32.6,43.865655,587
16,16,16,168,27,1,1,1,1,4,2,4,21,27,9,39.1,29.2,39.290709,580
16,16,16,168,27,1,1,1,1,4,2,8,1,27,9,73.7,62.8,84.501936,760
16,16,16,168,27,1,1,1,1,4,2,8,3,27,9,49.4,39.3,52.880989,620
16,16,16,168,27,1,1,1,1,4,2,8,7,27,9,42.8,32.8,44.134769,582
16,16,16,168,27,1,1,1,1,4,2,8,21,27,9,38.7,29,39.021595,579
16,16,16,168,27,1,1,1,1,4,2,16,1,27,9,73.1,62.1,83.560035,740
16,16,16,168,27,1,1,1,1,4,2,16,3,27,9,48.6,38.6,51.939088,615
16,16,16,168,27,1,1,1,1,4,2,16,7,27,9,43.1,33.2,44.672998,582
16,16,16,168,27,1,1,1,1,4,2,16,21,27,9,40,29.8,40.098052,579
16,16,16,168,27,1,1,1,1,4,4,1,1,27,9,75.3,64.6,86.923966,878
16,16,16,168,27,1,1,1,1,4,4,1,3,27,9,49.8,39.8,53.553775,656
16,16,16,168,27,1,1,1,1,4,4,1,7,27,9,42.6,32.6,43.865655,598
16,16,16,168,27,1,1,1,1,4,4,1,21,27,9,39.4,29.4,39.559823,579
16,16,16,168,27,1,1,1,1,4,4,2,1,27,9,73.3,62.7,84.367379,796
16,16,16,168,27,1,1,1,1,4,4,2,3,27,9,49.8,39.6,53.28466,631
16,16,16,168,27,1,1,1,1,4,4,2,7,27,9,42.1,32.3,43.461983,587
16,16,16,168,27,1,1,1,1,4,4,2,21,27,9,39.2,29.4,39.559823,580
16,16,16,168,27,1,1,1,1,4,4,4,1,27,9,73.5,62.7,84.367379,757
16,16,16,168,27,1,1,1,1,4,4,4,3,27,9,49.8,39.6,53.28466,622
16,16,16,168,27,1,1,1,1,4,4,4,7,27,9,42.4,32.5,43.731097,581
16,16,16,168,27,1,1,1,1,4,4,4,21,27,9,39,29.1,39.156152,578
16,16,16,168,27,1,1,1,1,4,4,8,1,27,9,73.7,62.6,84.232821,733
16,16,16,168,27,1,1,1,1,4,4,8,3,27,9,49,39,52.477317,612
16,16,16,168,27,1,1,1,1,4,4,8,7,27,9,42.2,32.2,43.327426,581
16,16,16,168,27,1,1,1,1,4,4,8,21,27,9,39.7,29.8,40.098052,580
16,16,16,168,27,1,1,1,1,4,4,16,1,27,9,72.9,61.6,82.887249,718
16,16,16,168,27,1,1,1,1,4,4,16,3,27,9,49.2,38.9,52.34276,609
16,16,16,168,27,1,1,1,1,4,4,16,7,27,9,42.1,32.1,43.192869,580
16,16,16,168,27,1,1,1,1,4,4,16,21,27,9,39.5,29.7,39.963495,579
16,16,16,168,27,1,1,1,1,4,8,1,1,27,9,73.4,62.6,84.232821,813
16,16,16,168,27,1,1,1,1,4,8,1,3,27,9,49.8,39.6,53.28466,636
16,16,16,168,27,1,1,1,1,4,8,1,7,27,9,42.7,32.7,44.000212,591
16,16,16,168,27,1,1,1,1,4,8,1,21,27,9,39.5,29.5,39.694381,577
16,16,16,168,27,1,1,1,1,4,8,2,1,27,9,73.4,62.6,84.232821,760
16,16,16,168,27,1,1,1,1,4,8,2,3,27,9,48.9,38.8,52.208202,620
16,16,16,168,27,1,1,1,1,4,8,2,7,27,9,42.1,32.3,43.461983,582
16,16,16,168,27,1,1,1,1,4,8,2,21,27,9,39.1,29.2,39.290709,579
16,16,16,168,27,1,1,1,1,4,8,4,1,27,9,73.7,62.6,84.232821,733
16,16,16,168,27,1,1,1,1,4,8,4,3,27,9,49,38.8,52.208202,612
16,16,16,168,27,1,1,1,1,4,8,4,7,27,9,42.2,32.3,43.461983,581
16,16,16,168,27,1,1,1,1,4,8,4,21,27,9,40,29.9,40.23261,580
16,16,16,168,27,1,1,1,1,4,8,8,1,27,9,73.2,61.9,83.290921,720
16,16,16,168,27,1,1,1,1,4,8,8,3,27,9,48.9,38.8,52.208202,608
16,16,16,168,27,1,1,1,1,4,8,8,7,27,9,42.7,32.7,44.000212,578
16,16,16,168,27,1,1,1,1,4,8,8,21,27,9,39.2,29.3,39.425266,579
16,16,16,168,27,1,1,1,1,4,8,16,1,27,9,73.4,61.7,83.021806,713
16,16,16,168,27,1,1,1,1,4,8,16,3,27,9,49.2,38.7,52.073645,606
16,16,16,168,27,1,1,1,1,4,8,16,7,27,9,42.7,32.6,43.865655,578
16,16,16,168,27,1,1,1,1,4,8,16,21,27,9,39.5,29.5,39.694381,580
16,16,16,168,27,1,1,1,1,4,16,1,1,27,9,73,62.2,83.694593,782
16,16,16,168,27,1,1,1,1,4,16,1,3,27,9,48.9,38.9,52.34276,627
16,16,16,168,27,1,1,1,1,4,16,1,7,27,9,42.4,32.4,43.59654,586
16,16,16,168,27,1,1,1,1,4,16,1,21,27,9,39.5,29.6,39.828938,579
16,16,16,168,27,1,1,1,1,4,16,2,1,27,9,73.6,62.4,83.963707,740
16,16,16,168,27,1,1,1,1,4,16,2,3,27,9,48.8,38.7,52.073645,615
16,16,16,168,27,1,1,1,1,4,16,2,7,27,9,42.2,32.3,43.461983,582
16,16,16,168,27,1,1,1,1,4,16,2,21,27,9,38.9,29.1,39.156152,580
16,16,16,168,27,1,1,1,1,4,16,4,1,27,9,73.6,62.2,83.694593,718
16,16,16,168,27,1,1,1,1,4,16,4,3,27,9,48.9,38.6,51.939088,609
16,16,16,168,27,1,1,1,1,4,16,4,7,27,9,42.7,32.6,43.865655,580
16,16,16,168,27,1,1,1,1,4,16,4,21,27,9,39.4,29.4,39.559823,579
16,16,16,168,27,1,1,1,1,4,16,8,1,27,9,74.3,62.4,83.963707,713
16,16,16,168,27,1,1,1,1,4,16,8,3,27,9,49.2,38.8,52.208202,606
16,16,16,168,27,1,1,1,1,4,16,8,7,27,9,42.7,32.4,43.59654,578
16,16,16,168,27,1,1,1,1,4,16,8,21,27,9,39.1,29.3,39.425266,580
16,16,16,168,27,1,1,1,1,4,16,16,1,27,9,74.3,61.7,83.021806,709
16,16,16,168,27,1,1,1,1,4,16,16,3,27,9,49.1,38.5,51.804531,605
16,16,16,168,27,1,1,1,1,4,16,16,7,27,9,42.7,32.5,43.731097,576
16,16,16,168,27,1,1,1,1,4,16,16,21,27,9,39.8,29.7,39.963495,579
16,16,16,168,27,1,1,1,1,8,1,1,1,27,9,78,67.3,90.557011,1050
16,16,16,168,27,1,1,1,1,8,1,1,3,27,9,50.8,40.9,55.033904,707
16,16,16,168,27,1,1,1,1,8,1,1,7,27,9,43.6,33.6,45.211227,622
16,16,16,168,27,1,1,1,1,8,1,1,21,27,9,39.3,29.5,39.694381,586
16,16,16,168,27,1,1,1,1,8,1,2,1,27,9,74.4,63.9,85.982065,889
16,16,16,168,27,1,1,1,1,8,1,2,3,27,9,50.6,40.3,54.226561,659
16,16,16,168,27,1,1,1,1,8,1,2,7,27,9,43.2,33.2,44.672998,600
16,16,16,168,27,1,1,1,1,8,1,2,21,27,9,39.2,29.3,39.425266,581
16,16,16,168,27,1,1,1,1,8,1,4,1,27,9,74.4,63.6,85.578394,813
16,16,16,168,27,1,1,1,1,8,1,4,3,27,9,49.8,39.7,53.419217,636
16,16,16,168,27,1,1,1,1,8,1,4,7,27,9,42.2,32.3,43.461983,591
16,16,16,168,27,1,1,1,1,8,1,4,21,27,9,38.5,28.8,38.75248,578
16,16,16,168,27,1,1,1,1,8,1,8,1,27,9,72.5,61.9,83.290921,768
16,16,16,168,27,1,1,1,1,8,1,8,3,27,9,49.2,39.1,52.611874,625
16,16,16,168,27,1,1,1,1,8,1,8,7,27,9,43.2,33.1,44.538441,585
16,16,16,168,27,1,1,1,1,8,1,8,21,27,9,38.5,28.8,38.75248,577
16,16,16,168,27,1,1,1,1,8,1,16,1,27,9,73.7,62.8,84.501936,754
16,16,16,168,27,1,1,1,1,8,1,16,3,27,9,48.8,38.6,51.939088,619
16,16,16,168,27,1,1,1,1,8,1,16,7,27,9,42.5,32.6,43.865655,584
16,16,16,168,27,1,1,1,1,8,1,16,21,27,9,38.7,29,39.021595,580
16,16,16,168,27,1,1,1,1,8,2,1,1,27,9,74.3,63.8,85.847508,889
16,16,16,168,27,1,1,1,1,8,2,1,3,27,9,49.6,39.6,53.28466,659
16,16,16,168,27,1,1,1,1,8,2,1,7,27,9,42.3,32.5,43.731097,600
16,16,16,168,27,1,1,1,1,8,2,1,21,27,9,38.8,29,39.021595,581
16,16,16,168,27,1,1,1,1,8,2,2,1,27,9,73.9,63.2,85.040165,804
16,16,16,168,27,1,1,1,1,8,2,2,3,27,9,49,39,52.477317,636
16,16,16,168,27,1,1,1,1,8,2,2,7,27,9,42.2,32.3,43.461983,588
16,16,16,168,27,1,1,1,1,8,2,2,21,27,9,39.4,29.4,39.559823,581
16,16,16,168,27,1,1,1,1,8,2,4,1,27,9,72.9,62.2,83.694593,760
16,16,16,168,27,1,1,1,1,8,2,4,3,27,9,49.3,39.3,52.880989,620
16,16,16,168,27,1,1,1,1,8,2,4,7,27,9,42,32.2,43.327426,582
16,16,16,168,27,1,1,1,1,8,2,4,21,27,9,39.4,29.5,39.694381,579
16,16,16,168,27,1,1,1,1,8,2,8,1,27,9,72.7,61.8,83.156364,738
16,16,16,168,27,1,1,1,1,8,2,8,3,27,9,48.7,38.7,52.073645,614
16,16,16,168,27,1,1,1,1,8,2,8,7,27,9,42.2,32.4,43.59654,581
16,16,16,168,27,1,1,1,1,8,2,8,21,27,9,38.8,29.1,39.156152,579
16,16,16,168,27,1,1,1,1,8,2,16,1,27,9,73.1,61.7,83.021806,726
16,16,16,168,27,1,1,1,1,8,2,16,3,27,9,49,38.8,52.208202,610
16,16,16,168,27,1,1,1,1,8,2,16,7,27,9,42.1,32.2,43.327426,579
16,16,16,168,27,1,1,1,1,8,2,16,21,27,9,39,29.3,39.425266,579
16,16,16,168,27,1,1,1,1,8,4,1,1,27,9,73.7,63.1,84.905608,809
16,16,16,168,27,1,1,1,1,8,4,1,3,27,9,49.4,39.3,52.880989,636
16,16,16,168,27,1,1,1,1,8,4,1,7,27,9,42.7,32.7,44.000212,592
16,16,16,168,27,1,1,1,1,8,4,1,21,27,9,39.1,29,39.021595,579
16,16,16,168,27,1,1,1,1,8,4,2,1,27,9,72.8,62.1,83.560035,760
16,16,16,168,27,1,1,1,1,8,4,2,3,27,9,49.6,39.5,53.150103,620
16,16,16,168,27,1,1,1,1,8,4,2,7,27,9,42.8,32.7,44.000212,582
16,16,16,168,27,1,1,1,1,8,4,2,21,27,9,38.8,29,39.021595,579
16,16,16,168,27,1,1,1,1,8,4,4,1,27,9,73.6,62.5,84.098264,733
16,16,16,168,27,1,1,1,1,8,4,4,3,27,9,49.4,39.3,52.880989,612
16,16,16,168,27,1,1,1,1,8,4,4,7,27,9,42.9,32.9,44.269326,581
16,16,16,168,27,1,1,1,1,8,4,4,21,27,9,39.3,29.3,39.425266,578
16,16,16,168,27,1,1,1,1,8,4,8,1,27,9,73.2,61.9,83.290921,720
16,16,16,168,27,1,1,1,1,8,4,8,3,27,9,49.2,38.8,52.208202,608
16,16,16,168,27,1,1,1,1,8,4,8,7,27,9,42.8,32.7,44.000212,578
16,16,16,168,27,1,1,1,1,8,4,8,21,27,9,39.4,29.5,39.694381,579
16,16,16,168,27,1,1,1,1,8,4,16,1,27,9,73.9,62.1,83.560035,713
16,16,16,168,27,1,1,1,1,8,4,16,3,27,9,49.7,39.2,52.746431,606
16,16,16,168,27,1,1,1,1,8,4,16,7,27,9,42.6,32.5,43.731097,577
16,16,16,168,27,1,1,1,1,8,4,16,21,27,9,39.1,29.3,39.425266,579
16,16,16,168,27,1,1,1,1,8,8,1,1,27,9,73.1,62.3,83.82915,768
16,16,16,168,27,1,1,1,1,8,8,1,3,27,9,49.3,39.3,52.880989,625
16,16,16,168,27,1,1,1,1,8,8,1,7,27,9,42.1,32.3,43.461983,585
16,16,16,168,27,1,1,1,1,8,8,1,21,27,9,39.9,29.9,40.23261,579
16,16,16,168,27,1,1,1,1,8,8,2,1,27,9,73.1,62.1,83.560035,738
16,16,16,168,27,1,1,1,1,8,8,2,3,27,9,48.7,38.6,51.939088,614
16,16,16,168,27,1,1,1,1,8,8,2,7,27,9,42.4,32.3,43.461983,581
16,16,16,168,27,1,1,1,1,8,8,2,21,27,9,39,29.1,39.156152,579
16,16,16,168,27,1,1,1,1,8,8,4,1,27,9,73.3,62,83.425478,720
16,16,16,168,27,1,1,1,1,8,8,4,3,27,9,48.9,38.6,51.939088,608
16,16,16,168,27,1,1,1,1,8,8,4,7,27,9,42.3,32.2,43.327426,578
16,16,16,168,27,1,1,1,1,8,8,4,21,27,9,39.3,29.3,39.425266,579
16,16,16,168,27,1,1,1,1,8,8,8,1,27,9,73.6,61.6,82.887249,712
16,16,16,168,27,1,1,1,1,8,8,8,3,27,9,49.2,38.8,52.208202,606
16,16,16,168,27,1,1,1,1,8,8,8,7,27,9,42.2,32.2,43.327426,577
16,16,16,168,27,1,1,1,1,8,8,8,21,27,9,39.6,29.7,39.963495,577
16,16,16,168,27,1,1,1,1,8,8,16,1,27,9,75.1,62.1,83.560035,706
16,16,16,168,27,1,1,1,1,8,8,16,3,27,9,49.4,38.7,52.073645,604
16,16,16,168,27,1,1,1,1,8,8,16,7,27,9,42.2,32.1,43.192869,576
16,16,16,168,27,1,1,1,1,8,8,16,21,27,9,39.5,29.4,39.559823,579
16,16,16,168,27,1,1,1,1,8,16,1,1,27,9,73.4,62.6,84.232821,754
16,16,16,168,27,1,1,1,1,8,16,1,3,27,9,49.3,39.1,52.611874,619
16,16,16,168,27,1,1,1,1,8,16,1,7,27,9,41.9,32,43.058311,584
16,16,16,168,27,1,1,1,1,8,16,1,21,27,9,39.7,29.8,40.098052,580
16,16,16,168,27,1,1,1,1,8,16,2,1,27,9,73.2,61.8,83.156364,726
16,16,16,168,27,1,1,1,1,8,16,2,3,27,9,49.3,39,52.477317,610
16,16,16,168,27,1,1,1,1,8,16,2,7,27,9,42,32,43.058311,579
16,16,16,168,27,1,1,1,1,8,16,2,21,27,9,38.9,29,39.021595,579
16,16,16,168,27,1,1,1,1,8,16,4,1,27,9,73.7,61.9,83.290921,713
16,16,16,168,27,1,1,1,1,8,16,4,3,27,9,49.1,38.7,52.073645,606
16,16,16,168,27,1,1,1,1,8,16,4,7,27,9,42.7,32.5,43.731097,578
16,16,16,168,27,1,1,1,1,8,16,4,21,27,9,39,29.2,39.290709,579
16,16,16,168,27,1,1,1,1,8,16,8,1,27,9,74.4,61.7,83.021806,706
16,16,16,168,27,1,1,1,1,8,16,8,3,27,9,49.1,38.5,51.804531,604
16,16,16,168,27,1,1,1,1,8,16,8,7,27,9,42.2,32.1,43.192869,576
16,16,16,168,27,1,1,1,1,8,16,8,21,27,9,40.4,30.2,40.636281,579
16,16,16,168,27,1,1,1,1,8,16,16,1,27,9,76.1,62.3,83.82915,704
16,16,16,168,27,1,1,1,1,8,16,16,3,27,9,49.9,38.8,52.208202,603
16,16,16,168,27,1,1,1,1,8,16,16,7,27,9,43.1,32.7,44.000212,575
16,16,16,168,27,1,1,1,1,8,16,16,21,27,9,39.7,29.7,39.963495,577
16,16,16,168,27,1,1,1,1,16,1,1,1,27,9,74.9,64.5,86.789409,928
16,16,16,168,27,1,1,1,1,16,1,1,3,27,9,50,39.9,53.688332,679
16,16,16,168,27,1,1,1,1,16,1,1,7,27,9,42.4,32.6,43.865655,609
16,16,16,168,27,1,1,1,1,16,1,1,21,27,9,39,29.2,39.290709,581
16,16,16,168,27,1,1,1,1,16,1,2,1,27,9,73.1,62.6,84.232821,825
16,16,16,168,27,1,1,1,1,16,1,2,3,27,9,49.8,39.7,53.419217,642
16,16,16,168,27,1,1,1,1,16,1,2,7,27,9,43.3,33.1,44.538441,594
16,16,16,168,27,1,1,1,1,16,1,2,21,27,9,38.6,28.8,38.75248,578
16,16,16,168,27,1,1,1,1,16,1,4,1,27,9,72.6,62,83.425478,781
16,16,16,168,27,1,1,1,1,16,1,4,3,27,9,48.9,39,52.477317,627
16,16,16,168,27,1,1,1,1,16,1,4,7,27,9,43.1,33,44.403884,586
16,16,16,168,27,1,1,1,1,16,1,4,21,27,9,39.9,29.9,40.23261,577
16,16,16,168,27,1,1,1,1,16,1,8,1,27,9,72.7,61.9,83.290921,754
16,16,16,168,27,1,1,1,1,16,1,8,3,27,9,49.1,39,52.477317,619
16,16,16,168,27,1,1,1,1,16,1,8,7,27,9,41.9,32,43.058311,584
16,16,16,168,27,1,1,1,1,16,1,8,21,27,9,39.6,29.7,39.963495,578
16,16,16,168,27,1,1,1,1,16,1,16,1,27,9,73,62,83.425478,737
16,16,16,168,27,1,1,1,1,16,1,16,3,27,9,49.1,39,52.477317,612
16,16,16,168,27,1,1,1,1,16,1,16,7,27,9,41.9,32,43.058311,582
16,16,16,168,27,1,1,1,1,16,1,16,21,27,9,39.1,29.2,39.290709,578
16,16,16,168,27,1,1,1,1,16,2,1,1,27,9,73.3,62.8,84.501936,825
16,16,16,168,27,1,1,1,1,16,2,1,3,27,9,49.5,39.4,53.015546,642
16,16,16,168,27,1,1,1,1,16,2,1,7,27,9,42.3,32.4,43.59654,594
16,16,16,168,27,1,1,1,1,16,2,1,21,27,9,38.9,29.1,39.156152,580
16,16,16,168,27,1,1,1,1,16,2,2,1,27,9,73.1,62.3,83.82915,769
16,16,16,168,27,1,1,1,1,16,2,2,3,27,9,49,38.8,52.208202,624
16,16,16,168,27,1,1,1,1,16,2,2,7,27,9,42.5,32.6,43.865655,588
16,16,16,168,27,1,1,1,1,16,2,2,21,27,9,39,29.1,39.156152,578
16,16,16,168,27,1,1,1,1,16,2,4,1,27,9,72.9,62,83.425478,740
16,16,16,168,27,1,1,1,1,16,2,4,3,27,9,49,38.9,52.34276,615
16,16,16,168,27,1,1,1,1,16,2,4,7,27,9,42.9,32.7,44.000212,582
16,16,16,168,27,1,1,1,1,16,2,4,21,27,9,39,29.2,39.290709,580
16,16,16,168,27,1,1,1,1,16,2,8,1,27,9,72.9,61.6,82.887249,726
16,16,16,168,27,1,1,1,1,16,2,8,3,27,9,49.1,38.9,52.34276,610
16,16,16,168,27,1,1,1,1,16,2,8,7,27,9,42.5,32.5,43.731097,579
16,16,16,168,27,1,1,1,1,16,2,8,21,27,9,39,29.2,39.290709,578
16,16,16,168,27,1,1,1,1,16,2,16,1,27,9,73.3,61.6,82.887249,720
16,16,16,168,27,1,1,1,1,16,2,16,3,27,9,49,38.5,51.804531,608
16,16,16,168,27,1,1,1,1,16,2,16,7,27,9,42.3,32.2,43.327426,578
16,16,16,168,27,1,1,1,1,16,2,16,21,27,9,39,29.1,39.156152,577
16,16,16,168,27,1,1,1,1,16,4,1,1,27,9,73,62.3,83.82915,782
16,16,16,168,27,1,1,1,1,16,4,1,3,27,9,49.7,39.6,53.28466,627
16,16,16,168,27,1,1,1,1,16,4,1,7,27,9,42.7,32.6,43.865655,586
16,16,16,168,27,1,1,1,1,16,4,1,21,27,9,38.8,29,39.021595,579
16,16,16,168,27,1,1,1,1,16,4,2,1,27,9,73.4,62.2,83.694593,740
16,16,16,168,27,1,1,1,1,16,4,2,3,27,9,49,38.9,52.34276,615
16,16,16,168,27,1,1,1,1,16,4,2,7,27,9,42.5,32.6,43.865655,582
16,16,16,168,27,1,1,1,1,16,4,2,21,27,9,39.2,29.2,39.290709,579
16,16,16,168,27,1,1,1,1,16,4,4,1,27,9,73.3,61.9,83.290921,718
16,16,16,168,27,1,1,1,1,16,4,4,3,27,9,49.4,38.9,52.34276,609
16,16,16,168,27,1,1,1,1,16,4,4,7,27,9,42.4,32.3,43.461983,580
16,16,16,168,27,1,1,1,1,16,4,4,21,27,9,38.8,29,39.021595,579
16,16,16,168,27,1,1,1,1,16,4,8,1,27,9,74.5,62.3,83.82915,713
16,16,16,168,27,1,1,1,1,16,4,8,3,27,9,49.5,39.1,52.611874,606
16,16,16,168,27,1,1,1,1,16,4,8,7,27,9,42.5,32.5,43.731097,578
16,16,16,168,27,1,1,1,1,16,4,8,21,27,9,39.3,29.4,39.559823,580
16,16,16,168,27,1,1,1,1,16,4,16,1,27,9,74.3,61.5,82.752692,709
16,16,16,168,27,1,1,1,1,16,4,16,3,27,9,49.3,38.4,51.669974,605
16,16,16,168,27,1,1,1,1,16,4,16,7,27,9,42,31.9,42.923754,576
16,16,16,168,27,1,1,1,1,16,4,16,21,27,9,40.1,29.9,40.23261,577
16,16,16,168,27,1,1,1,1,16,8,1,1,27,9,73.5,62.6,84.232821,754
16,16,16,168,27,1,1,1,1,16,8,1,3,27,9,49.9,39.6,53.28466,619
16,16,16,168,27,1,1,1,1,16,8,1,7,27,9,42.4,32.4,43.59654,584
16,16,16,168,27,1,1,1,1,16,8,1,21,27,9,38.8,29,39.021595,580
16,16,16,168,27,1,1,1,1,16,8,2,1,27,9,72.8,61.6,82.887249,726
16,16,16,168,27,1,1,1,1,16,8,2,3,27,9,48.6,38.5,51.804531,610
16,16,16,168,27,1,1,1,1,16,8,2,7,27,9,42.1,32.2,43.327426,579
16,16,16,168,27,1,1,1,1,16,8,2,21,27,9,39.2,29.2,39.290709,579
16,16,16,168,27,1,1,1,1,16,8,4,1,27,9,73.6,61.8,83.156364,713
16,16,16,168,27,1,1,1,1,16,8,4,3,27,9,49.1,38.7,52.073645,606
16,16,16,168,27,1,1,1,1,16,8,4,7,27,9,42.1,32.1,43.192869,578
16,16,16,168,27,1,1,1,1,16,8,4,21,27,9,39.5,29.5,39.694381,580
16,16,16,168,27,1,1,1,1,16,8,8,1,27,9,74.5,61.7,83.021806,706
16,16,16,168,27,1,1,1,1,16,8,8,3,27,9,49.3,38.6,51.939088,604
16,16,16,168,27,1,1,1,1,16,8,8,7,27,9,42.4,32.2,43.327426,576
16,16,16,168,27,1,1,1,1,16,8,8,21,27,9,39.2,29.4,39.559823,577
16,16,16,168,27,1,1,1,1,16,8,16,1,27,9,76.1,62.1,83.560035,704
16,16,16,168,27,1,1,1,1,16,8,16,3,27,9,49.5,38.5,51.804531,603
16,16,16,168,27,1,1,1,1,16,8,16,7,27,9,42.6,32.3,43.461983,575
16,16,16,168,27,1,1,1,1,16,8,16,21,27,9,39.7,29.5,39.694381,579
16,16,16,168,27,1,1,1,1,16,16,1,1,27,9,73.6,62.5,84.098264,737
16,16,16,168,27,1,1,1,1,16,16,1,3,27,9,48.8,38.7,52.073645,612
16,16,16,168,27,1,1,1,1,16,16,1,7,27,9,42.4,32.4,43.59654,582
16,16,16,168,27,1,1,1,1,16,16,1,21,27,9,38.9,29.1,39.156152,578
16,16,16,168,27,1,1,1,1,16,16,2,1,27,9,73.8,62,83.425478,720
16,16,16,168,27,1,1,1,1,16,16,2,3,27,9,48.9,38.6,51.939088,608
16,16,16,168,27,1,1,1,1,16,16,2,7,27,9,42.3,32.1,43.192869,578
16,16,16,168,27,1,1,1,1,16,16,2,21,27,9,39.1,29.2,39.290709,579
16,16,16,168,27,1,1,1,1,16,16,4,1,27,9,74.6,61.8,83.156364,709
16,16,16,168,27,1,1,1,1,16,16,4,3,27,9,48.9,38.2,51.400859,605
16,16,16,168,27,1,1,1,1,16,16,4,7,27,9,42.3,32.1,43.192869,576
16,16,16,168,27,1,1,1,1,16,16,4,21,27,9,39.6,29.5,39.694381,577
16,16,16,168,27,1,1,1,1,16,16,8,1,27,9,76.1,62.1,83.560035,704
16,16,16,168,27,1,1,1,1,16,16,8,3,27,9,49.8,38.7,52.073645,603
16,16,16,168,27,1,1,1,1,16,16,8,7,27,9,43.8,33.3,44.807555,575
16,16,16,168,27,1,1,1,1,16,16,8,21,27,9,39.8,29.6,39.828938,578
16,16,16,168,27,1,1,1,1,16,16,16,1,27,9,74.7,62.9,84.636493,701
16,16,16,168,27,1,1,1,1,16,16,16,3,27,9,49.3,38.7,52.073645,602
16,16,16,168,27,1,1,1,1,16,16,16,7,27,9,42.4,32.4,43.59654,575
16,16,16,168,27,1,1,1,1,16,16,16,21,27,9,40,30.1,40.501724,582
6,6,6,168,3,1,1,1,1,1,2,2,3,3,1,0.503,0.42,96.450617,24
6,6,6,168,3,1,1,1,1,1,2,2,7,3,1,0.349,0.273,62.692901,18
6,6,6,168,3,1,1,1,1,1,2,2,21,3,1,0.278,0.205,47.077087,14
6,6,6,168,3,1,1,1,1,1,2,3,1,3,1,0.947,0.839,192.67159,42
6,6,6,168,3,1,1,1,1,1,2,3,3,3,1,0.475,0.392,90.020576,22
6,6,6,168,3,1,1,1,1,1,2,3,7,3,1,0.336,0.261,59.937169,16
6,6,6,168,3,1,1,1,1,1,2,3,21,3,1,0.273,0.2,45.928865,14
6,6,6,168,3,1,1,1,1,1,2,6,1,3,1,0.897,0.791,181.648663,34
6,6,6,168,3,1,1,1,1,1,2,6,3,3,1,0.458,0.376,86.346267,19
6,6,6,168,3,1,1,1,1,1,2,6,7,3,1,0.328,0.253,58.100015,15
6,6,6,168,3,1,1,1,1,1,2,6,21,3,1,0.268,0.195,44.780644,13
6,6,6,168,3,1,1,1,1,1,3,1,1,3,1,1.14,1.03,236.533657,58
6,6,6,168,3,1,1,1,1,1,3,1,3,3,1,0.525,0.441,101.273148,29
6,6,6,168,3,1,1,1,1,1,3,1,7,3,1,0.357,0.28,64.300412,18
